"","id","tweet_id","candidate","tweet_created","sentiment","tweet_location","user_timezone","text"
"12290",12290,"629478013072187392","Donald Trump","2015-08-06 19:23:48 -0700","Neutral","Milan-Italy","Rome","RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPD…"
"12291",12291,"629478008294748160","Donald Trump","2015-08-06 19:23:46 -0700","Positive","abyss with a flicker of light ","Mountain Time (US & Canada)","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12292",12292,"629478005887365120","No candidate mentioned","2015-08-06 19:23:46 -0700","Neutral","New York, New York","Eastern Time (US & Canada)","RT @BettyFckinWhite: -Can you answer this very direct question? -I should be president.  -So, no? #GOPDebates"
"12293",12293,"629478004410949632","No candidate mentioned","2015-08-06 19:23:46 -0700","Negative","Global Free Spirit","Eastern Time (US & Canada)","Imagine if @SenWarren could bitch slap these motherfuckers? Oh to dream the impossible dream #GOPDebates @billmaher"
"12294",12294,"629478003135934464","No candidate mentioned","2015-08-06 19:23:45 -0700","Positive","Scranton, PA","","Best TV of the year #GOPDebates"
"12295",12295,"629478000371732480","No candidate mentioned","2015-08-06 19:23:45 -0700","Negative","Colorado","Mountain Time (US & Canada)","RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>  #GOPDebate  #GOPDebates"
"12296",12296,"629477982474792960","No candidate mentioned","2015-08-06 19:23:40 -0700","Negative","","Central Time (US & Canada)","RT @SupermanHotMale: Pres Obama has more brains in his little toe than all you totally fucking idiots have in your whole families combined …"
"12297",12297,"629477975365300224","Donald Trump","2015-08-06 19:23:39 -0700","Negative","Anytown, NJ","Eastern Time (US & Canada)","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12298",12298,"629477970026078208","Jeb Bush","2015-08-06 19:23:37 -0700","Negative","Milan-Italy","Rome","RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"12299",12299,"629477966142160896","Mike Huckabee","2015-08-06 19:23:36 -0700","Negative","Philly-bred, NYC now","Central Time (US & Canada)","Just a friendly reminder that Mike Huckabee wanted to quarantine people with AIDS in '92. http://t.co/5KuY4lVEuM #GOPDebates"
"12300",12300,"629477965097771008","Jeb Bush","2015-08-06 19:23:36 -0700","Negative","","Eastern Time (US & Canada)","RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates"
"12301",12301,"629477964233641984","No candidate mentioned","2015-08-06 19:23:36 -0700","Neutral","Las Vegas, Nevada","Pacific Time (US & Canada)","RT @SalMasekela: That moment you realize you're watching Fox News and your not in handcuffs. #GOPDebates http://t.co/5L9INki5SF"
"12302",12302,"629477957212442624","Jeb Bush","2015-08-06 19:23:34 -0700","Negative","Dark Blue Minneapolis ","Central Time (US & Canada)","RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"12303",12303,"629477945883516928","Donald Trump","2015-08-06 19:23:32 -0700","Neutral","","Pacific Time (US & Canada)","RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"12304",12304,"629477918096404480","No candidate mentioned","2015-08-06 19:23:25 -0700","Negative","Fort Myers, FL","","The commercials are my fav part of #GOPDebates, like Super Bowl Sunday but horrifying"
"12305",12305,"629477915999248384","Donald Trump","2015-08-06 19:23:24 -0700","Positive","Long Island,  NY","Eastern Time (US & Canada)","RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"12306",12306,"629477915026067456","Donald Trump","2015-08-06 19:23:24 -0700","Negative","","Central Time (US & Canada)","RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"12307",12307,"629477912693968896","No candidate mentioned","2015-08-06 19:23:24 -0700","Negative","","Pacific Time (US & Canada)","RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>  #GOPDebate  #GOPDebates"
"12308",12308,"629477910764765184","No candidate mentioned","2015-08-06 19:23:23 -0700","Negative"," ","Pacific Time (US & Canada)","@megynkelly don't lie, these are not gentlemen. #GOPDebates"
"12309",12309,"629477906528497664","Donald Trump","2015-08-06 19:23:22 -0700","Negative","","","@megynkelly @BretBaier Shame on you both. How much did you all get paid to attack Trump? #GOPDebates #FoxNews"
"12310",12310,"629477896889966592","No candidate mentioned","2015-08-06 19:23:20 -0700","Neutral","Toronto, Ontario","Central Time (US & Canada)","RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates"
"12311",12311,"629477893740081152","Scott Walker","2015-08-06 19:23:19 -0700","Negative","Ireland","London","Watching #GOPDebates. @kylemooney has got to play Scott Walker for the political sketches in the new series of #SNL"
"12312",12312,"629477890527113216","Chris Christie","2015-08-06 19:23:18 -0700","Negative","Arkansas Delta","","RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates"
"12313",12313,"629477884738977792","Donald Trump","2015-08-06 19:23:17 -0700","Neutral","Wichita,Ks","Central Time (US & Canada)","RT @ericstonestreet: Trump has Cam hands. #GOPDebates"
"12314",12314,"629477875125747712","Donald Trump","2015-08-06 19:23:15 -0700","Positive","","Eastern Time (US & Canada)","RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"12315",12315,"629477874676858880","Donald Trump","2015-08-06 19:23:15 -0700","Negative","","","RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"12316",12316,"629477869832441856","No candidate mentioned","2015-08-06 19:23:13 -0700","Neutral","","","RT @SalMasekela: That moment you realize you're watching Fox News and your not in handcuffs. #GOPDebates http://t.co/5L9INki5SF"
"12317",12317,"629477866309328896","Donald Trump","2015-08-06 19:23:13 -0700","Negative","shleep mode","Central Time (US & Canada)","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12318",12318,"629477864774238208","Donald Trump","2015-08-06 19:23:12 -0700","Negative","Heart of Dixie","Central Time (US & Canada)","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12319",12319,"629477864262533120","Ted Cruz","2015-08-06 19:23:12 -0700","Positive","NJ","Eastern Time (US & Canada)","RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"12320",12320,"629477863255842816","No candidate mentioned","2015-08-06 19:23:12 -0700","Negative","Boston","Eastern Time (US & Canada)","Okay when do the actually candidates debate and not these street performers? #GOPDebates"
"12321",12321,"629477859040456704","Donald Trump","2015-08-06 19:23:11 -0700","Positive","BU | <U+0391>S<U+03A4> | Nursing ","","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12322",12322,"629477854661640192","Donald Trump","2015-08-06 19:23:10 -0700","Negative","God bless America!","Central Time (US & Canada)","RT @marymauldin: Dig into everyone's financials if you are doing that to #Trump !  #GOPDebates"
"12323",12323,"629477854561046528","Donald Trump","2015-08-06 19:23:10 -0700","Negative","¤  East Texas<U+2665> ","Mountain Time (US & Canada)","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12324",12324,"629477849741660160","Donald Trump","2015-08-06 19:23:09 -0700","Negative","FL/NY","","RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"12325",12325,"629477845853671424","Chris Christie","2015-08-06 19:23:08 -0700","Negative","Prov.,RI..*da'LAKE!!*","","RT @RWSurferGirl: .@GovChristie Just got his ass served to him by @RandPaul <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates"
"12326",12326,"629477837188268032","Donald Trump","2015-08-06 19:23:06 -0700","Positive","","Central Time (US & Canada)","RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"12327",12327,"629477835175002112","No candidate mentioned","2015-08-06 19:23:05 -0700","Negative","Florida ","Quito","RT @fergie_spuds: You would do a far better job @Frank_Underwood @KevinSpacey #GopDebates"
"12328",12328,"629477834122067968","Donald Trump","2015-08-06 19:23:05 -0700","Negative","","","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12329",12329,"629477828837289984","Donald Trump","2015-08-06 19:23:04 -0700","Negative","","","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12330",12330,"629477827079868416","No candidate mentioned","2015-08-06 19:23:03 -0700","Negative","Edison, NJ","Eastern Time (US & Canada)","So was the other debate like a bringer show? You need 7 friends to come if yo want to say terrible things about foreigners. #GOPDebates"
"12331",12331,"629477825880436736","","2015-08-06 19:23:03 -0700","Neutral","","Eastern Time (US & Canada)","Two businesspeople were in the two #GOPDebates tonight. @CarlyFiorina will go up in the polls; @realDonaldTrump's numbers will dive."
"12332",12332,"629477825809137664","Donald Trump","2015-08-06 19:23:03 -0700","Negative","Topeka","Central Time (US & Canada)","RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates"
"12333",12333,"629477812383039488","No candidate mentioned","2015-08-06 19:23:00 -0700","Neutral","Los Angeles","","RT @BettyFckinWhite: -Can you answer this very direct question? -I should be president.  -So, no? #GOPDebates"
"12334",12334,"629477810768207872","No candidate mentioned","2015-08-06 19:22:59 -0700","Negative","To be determined.","Central Time (US & Canada)","RT @SupermanHotMale: Pres Obama has more brains in his little toe than all you totally fucking idiots have in your whole families combined …"
"12335",12335,"629477810143412224","Donald Trump","2015-08-06 19:22:59 -0700","Negative","NEW  YORK!!","","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12336",12336,"629477809275035648","No candidate mentioned","2015-08-06 19:22:59 -0700","Negative","District 12","Pacific Time (US & Canada)","RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>  #GOPDebate  #GOPDebates"
"12337",12337,"629477805764403200","Donald Trump","2015-08-06 19:22:58 -0700","Negative","","","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12338",12338,"629477804682285056","No candidate mentioned","2015-08-06 19:22:58 -0700","Negative","Seattle, WA","","From today to the time the next president has one year in office #22aDay will empty that arena. #GOPDebates #IAVA"
"12339",12339,"629477803935813632","No candidate mentioned","2015-08-06 19:22:58 -0700","Negative","Toronto, Canada","Eastern Time (US & Canada)","RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates"
"12340",12340,"629477798780866560","Rand Paul","2015-08-06 19:22:57 -0700","Negative","","","RT @TheJennaBee: Rand Paul's hair will be sold as calamari after the debate. #GOPDebates"
"12341",12341,"629477797589852160","Mike Huckabee","2015-08-06 19:22:56 -0700","Neutral","","","RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9"
"12342",12342,"629477786210533376","Donald Trump","2015-08-06 19:22:54 -0700","Negative","","Pacific Time (US & Canada)","RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"12343",12343,"629477785673732096","No candidate mentioned","2015-08-06 19:22:53 -0700","Negative","Texas Born and Bred","Central Time (US & Canada)","RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>  #GOPDebate  #GOPDebates"
"12344",12344,"629477785032085504","Donald Trump","2015-08-06 19:22:53 -0700","Negative","East Rogers Park, Chicago","Central Time (US & Canada)","How about we have them give the rest of the candidates Taboo Buzzers to use when Trump speaks?! LOL #GOPDebates"
"12345",12345,"629477782452502528","No candidate mentioned","2015-08-06 19:22:53 -0700","Neutral","","","Watching #GOPDebates"
"12346",12346,"629477781731213312","No candidate mentioned","2015-08-06 19:22:52 -0700","Negative","Austin, TX","Mountain Time (US & Canada)","This businessman is seriously irritating me with his bias. #tcot #GOPdebates #skynews"
"12347",12347,"629477779462062080","Donald Trump","2015-08-06 19:22:52 -0700","Positive","Milan-Italy","Rome","RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"12348",12348,"629477772172210176","Donald Trump","2015-08-06 19:22:50 -0700","Neutral","","","RT @ericstonestreet: Trump has Cam hands. #GOPDebates"
"12349",12349,"629477765792858112","No candidate mentioned","2015-08-06 19:22:49 -0700","Negative","New York, New York","Quito","RT @MashUpRich: Who will have the bigger boobs? #Hooterspageant on FoxSports1 or #GOPdebates on FOX News? http://t.co/ZoztDd3MVx"
"12350",12350,"629477764496633856","No candidate mentioned","2015-08-06 19:22:48 -0700","Negative","","","Remember when #obama did a good job? Hahah I don't  #GOPDebates"
"12351",12351,"629477761392881664","Donald Trump","2015-08-06 19:22:48 -0700","Positive","Newport Beach, California","Pacific Time (US & Canada)","@tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"12352",12352,"629477754354864128","Ted Cruz","2015-08-06 19:22:46 -0700","Positive","","Pacific Time (US & Canada)","RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!!   #GOPDebates http://t.co/8S67pz8a4A"
"12353",12353,"629477741876752384","Donald Trump","2015-08-06 19:22:43 -0700","Negative","SoCal, USA","","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12354",12354,"629477741537030144","No candidate mentioned","2015-08-06 19:22:43 -0700","Neutral","Cali","Arizona","Listening to the candidates. #GOPDebates"
"12355",12355,"629477739830091776","Chris Christie","2015-08-06 19:22:42 -0700","Negative","phoenix","","RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates"
"12356",12356,"629477734587211776","Donald Trump","2015-08-06 19:22:41 -0700","Negative","","","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12357",12357,"629477728174088192","Donald Trump","2015-08-06 19:22:40 -0700","Positive","Milan-Italy","Rome","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12358",12358,"629477727154778112","No candidate mentioned","2015-08-06 19:22:39 -0700","Negative","","","RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>  #GOPDebate  #GOPDebates"
"12359",12359,"629477726785769472","Donald Trump","2015-08-06 19:22:39 -0700","Negative","","","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12360",12360,"629477718653030400","Donald Trump","2015-08-06 19:22:37 -0700","Neutral","","","RT @ericstonestreet: Trump has Cam hands. #GOPDebates"
"12361",12361,"629477716543340544","Donald Trump","2015-08-06 19:22:37 -0700","Negative","New York","Quito","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12362",12362,"629477715645734912","No candidate mentioned","2015-08-06 19:22:37 -0700","Negative","texas","Eastern Time (US & Canada)","RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>  #GOPDebate  #GOPDebates"
"12363",12363,"629477712869085184","No candidate mentioned","2015-08-06 19:22:36 -0700","Negative","New York, NY","Eastern Time (US & Canada)","Retweeted CDM (@RWSurferGirl):  Fox News is obviously trying to influence the makeup of the Republican field. <ed><U+00AE><U+00B9><ed><U+00B3><U+00AC><ed><U+00AE><U+00B9><ed><U+00B3><U+00A6>  #GOPDebate  #GOPDebates"
"12364",12364,"629477709048102912","No candidate mentioned","2015-08-06 19:22:35 -0700","Neutral","Chapel Hill, NC","Eastern Time (US & Canada)","Just to be clear, any UNC student who wants to watch future debates is welcome at my house. #UNC #GOPDebates"
"12365",12365,"629477707584114688","Donald Trump","2015-08-06 19:22:35 -0700","Negative","","","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12366",12366,"629477704908320768","Donald Trump","2015-08-06 19:22:34 -0700","Negative","New York USA","Central Time (US & Canada)","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12367",12367,"629477702412730368","No candidate mentioned","2015-08-06 19:22:34 -0700","Negative","","Central Time (US & Canada)","RT @SupermanHotMale: Total Theatre on Fox news tonight, no basis in fact at all... it's all garbage. #GopDebates"
"12368",12368,"629477701376577536","Donald Trump","2015-08-06 19:22:33 -0700","Negative","Central Plains","Mountain Time (US & Canada)","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12369",12369,"629477699598331904","No candidate mentioned","2015-08-06 19:22:33 -0700","Neutral","Niagara Falls NY","Quito","RT @_Banks__: Pimps, prostitutes, and strippers need to pay taxes. #GOPDebate #GOPDebates #"
"12370",12370,"629477697488613376","Jeb Bush","2015-08-06 19:22:32 -0700","Negative","Deep East Texas & Tennessee","","RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"12371",12371,"629477693508071424","No candidate mentioned","2015-08-06 19:22:31 -0700","Negative","The Universe","Pacific Time (US & Canada)","That moment you realize you're watching Fox News and your not in handcuffs. #GOPDebates http://t.co/5L9INki5SF"
"12372",12372,"629477693248004096","No candidate mentioned","2015-08-06 19:22:31 -0700","Negative","New York, NY","Eastern Time (US & Canada)","RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>  #GOPDebate  #GOPDebates"
"12373",12373,"629477689448075264","No candidate mentioned","2015-08-06 19:22:30 -0700","Negative","up thru dere- Atl","Eastern Time (US & Canada)","RT @SupermanHotMale: Total Theatre on Fox news tonight, no basis in fact at all... it's all garbage. #GopDebates"
"12374",12374,"629477688550408192","No candidate mentioned","2015-08-06 19:22:30 -0700","Negative","The Great State of TEXAS","","RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates"
"12375",12375,"629477687103483904","No candidate mentioned","2015-08-06 19:22:30 -0700","Negative","","Central Time (US & Canada)","RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>  #GOPDebate  #GOPDebates"
"12376",12376,"629477682393317376","Donald Trump","2015-08-06 19:22:29 -0700","Negative","south bend . indiana . usa ","Quito","RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"12377",12377,"629477682103848960","Donald Trump","2015-08-06 19:22:29 -0700","Negative","Ohio, USA","","RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"12378",12378,"629477681554423808","Rand Paul","2015-08-06 19:22:29 -0700","Neutral","","","RT @TheJennaBee: Rand Paul's hair will be sold as calamari after the debate. #GOPDebates"
"12379",12379,"629477678710534144","No candidate mentioned","2015-08-06 19:22:28 -0700","Negative","Viva Las Vegas NV.","Pacific Time (US & Canada)","This demagogue infuses hate in God's name he is NO CHRISTIAN. #GOPDebates https://t.co/0F4AjNhEIt"
"12380",12380,"629477673371344896","No candidate mentioned","2015-08-06 19:22:27 -0700","Neutral","Drifting","","RT @ncsr18: Muppet show. #GOPdebates"
"12381",12381,"629477666148610048","Donald Trump","2015-08-06 19:22:25 -0700","Positive","Las Vegas, NV USA","Pacific Time (US & Canada)","RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"12382",12382,"629477659920199680","No candidate mentioned","2015-08-06 19:22:23 -0700","Negative","Charleston, SC","Eastern Time (US & Canada)","This song is on repeat in my head when I watch #GOPDebates https://t.co/7RSjNZl1rW"
"12383",12383,"629477659056017408","No candidate mentioned","2015-08-06 19:22:23 -0700","Negative","California ","","RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>  #GOPDebate  #GOPDebates"
"12384",12384,"629477649698693120","No candidate mentioned","2015-08-06 19:22:21 -0700","Negative","Kenya","","RT @SupermanHotMale: Pres Obama has more brains in his little toe than all you totally fucking idiots have in your whole families combined …"
"12385",12385,"629477638973714432","No candidate mentioned","2015-08-06 19:22:18 -0700","Negative","","Pacific Time (US & Canada)","RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>  #GOPDebate  #GOPDebates"
"12386",12386,"629477638021582848","Donald Trump","2015-08-06 19:22:18 -0700","Negative","Wish I was in Montana","","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12387",12387,"629477635618418688","Donald Trump","2015-08-06 19:22:18 -0700","Positive","","","RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate…"
"12388",12388,"629477620430864384","No candidate mentioned","2015-08-06 19:22:14 -0700","Negative","","Mid-Atlantic","RT @girl_onthego: Wait, they haven't hit social issues yet? #GOPDebates - the gift that keeps on giving."
"12389",12389,"629477617721311232","Ted Cruz","2015-08-06 19:22:13 -0700","Positive","","","RT @Zone6Combat: Hey #FoxNews, planning on giving #TedCruz chance to speak? You're trying to marginalize him as you do on your daily news c…"
"12390",12390,"629477617335320576","No candidate mentioned","2015-08-06 19:22:13 -0700","Negative","LA NY Aspen & Helsinki","Mountain Time (US & Canada)","“@RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>  #GOPDebate  #GOPDebates  Taunting!!!!"
"12391",12391,"629477614369898496","No candidate mentioned","2015-08-06 19:22:13 -0700","Negative","Los Angeles","Alaska","Hilarity aside, the #GOPDebates make me weep for #Vaginas nationwide."
"12392",12392,"629477614248275968","No candidate mentioned","2015-08-06 19:22:13 -0700","Negative","Chicago","Central America","RT @SupermanHotMale: Pres Obama has more brains in his little toe than all you totally fucking idiots have in your whole families combined …"
"12393",12393,"629477600373665792","No candidate mentioned","2015-08-06 19:22:09 -0700","Negative","","Eastern Time (US & Canada)","RT @SupermanHotMale: Total Theatre on Fox news tonight, no basis in fact at all... it's all garbage. #GopDebates"
"12394",12394,"629477595923378176","Jeb Bush","2015-08-06 19:22:08 -0700","Negative","location? WHERE U LEAST EXPECT","Mid-Atlantic","RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"12395",12395,"629477592094015488","No candidate mentioned","2015-08-06 19:22:07 -0700","Negative","MO, NV, OH, CO, CA","Pacific Time (US & Canada)","@sallykohn These Republican Christians should know Jesus doesn't approve of lying or needless wars or ignoring the poor. #GOPDebates"
"12396",12396,"629477587681587200","No candidate mentioned","2015-08-06 19:22:06 -0700","Negative","Missouri, USA","Quito","RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>  #GOPDebate  #GOPDebates"
